0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
6475039,Test tube fertilization,is-a,Family creation method,,,,,'mass incarceration',17.0
6475039,Artificial insemination,is-a,Family creation method,,,,,'mass incarceration',17.0
6475039,Surrogate parenting,is-a,Family creation method,,,,,'mass incarceration',17.0
6475039,Single persons,is-a,Potential family unit,,,,,'social opportunity',15.0
6475039,Gay couples,is-a,Potential family unit,,,,,'social opportunity',15.0
6475039,Others,is-a,Potential family unit,,,,,'social opportunity',15.0
29149946,Organ donation decision,is-a,family decision,,,,,'polluted air',12.0
29149946,Organ shortage,is-a,health issue,,,,,park_access,11.0
29149946,Brain death,is-a,medical condition,,,,,community_composition,13.0
29149946,Body integrity,is-a,personal value,,,,,park_access,11.0
29149946,Public education about organ donation,is-a,key factor in addressing organ shortage,,,,,'poverty in neighborhood',28.0
29149946,Health professionals' education,is-a,key factor in addressing organ shortage,,,,,'poverty in neighborhood',28.0
29149946,Family satisfaction with medical personnel approach,is-a,factor influencing organ donation decision,,,,,'access to public transportation',29.0
29149946,Deceased person's wish,is-a,factor influencing organ donation decision,,,,,'access to public transportation',29.0
8491931,Externalizing behaviors,is-a,behavioral issue,,,,,park_access,12.0
8491931,Autism,is-a,developmental disorder,,,,,'employment programs',14.0
8491931,Family functioning,is-a,social determinant of health,,,,,'social integration',17.0
8491931,Parental stress,is-a,psychological condition,,,,,community_composition,16.0
8491931,Child-related stress,is-a,psychological condition,,,,,community_composition,16.0
8491931,Parental maladjustment,is-a,psychological condition,,,,,community_composition,16.0
8491931,Social life impact,is-a,social determinant of health,,,,,'social integration',17.0
8491931,Parenting feelings,is-a,psychological condition,,,,,community_composition,16.0
8491931,Marital well-being,is-a,social determinant of health,,,,,'social integration',17.0
36602088,Sibling relationship quality,is-a,determinant of mental health outcomes,,,,,'limited internet access',27.0
36602088,Sibling relationship quality,is-a,determinant of adult mental health,,,,,'community violence',26.0
36602088,Sibling relationship quality,is-a,determinant of child mental health,,,,,'water with high pollutants',25.0
36602088,Intellectual disability,is-a,condition affecting sibling relationship quality,,,,,'carrier counseling opportunity',34.0
36602088,Prosocial behaviour,is-a,factor affecting sibling relationship quality,,,,,'carrier counseling opportunity',31.0
36602088,Behaviour problems,is-a,factor affecting sibling relationship quality,,,,,'carrier counseling opportunity',31.0
36602088,Family poverty,is-a,factor affecting sibling relationship quality,,,,,'carrier counseling opportunity',31.0
36602088,Gender,is-a,factor affecting sibling relationship quality,,,,,'carrier counseling opportunity',31.0
36602088,Birth order,is-a,factor affecting sibling relationship quality,,,,,'carrier counseling opportunity',31.0
36602088,Autism,is-a,condition affecting sibling relationship quality,,,,,'carrier counseling opportunity',34.0
36602088,Down syndrome,is-a,condition affecting sibling relationship quality,,,,,'carrier counseling opportunity',34.0
18354981,Consultation letters,is-a,type of letter,,,,,'polluted air',13.0
18354981,Family letters,is-a,type of letter,,,,,'polluted air',13.0
18354981,Letters exchanged between members of the Republic of Letters,is-a,type of letter,,,,,'polluted air',13.0
18354981,Accounts of sickness,is-a,type of health information,,,,,'social integration',16.0
37404272,Pandemics,is-a,Health crisis,,,,,park_access,9.0
37404272,COVID-19,is-a,Pandemic,,,,,park_access,8.0
37404272,Low income,is-a,Socio-economic status,,,,,social_risk_factors,15.0
37404272,Developing countries,is-a,Geographical classification,,,,,'foster collaboration',18.0
37404272,Sub-Saharan Africa,is-a,Geographical region,,,,,'social integration',13.0
37404272,Extended family,is-a,Social relationship,0.6666666666666667,,'social integration',,'social integration',10.0
37404272,Community support,is-a,Social safety net,,,,,'social integration',11.0
37404272,State-administered backing,is-a,Government support,,,,,'polluted air',15.0
37404272,Community safety nets,is-a,Social support system,,,,,'social opportunity',9.0
37404272,Traditional family safety nets,is-a,Social support system,,,,,'social opportunity',9.0
37404272,Kenya,is-a,Country,,,,,'polluted air',11.0
37404272,Social relationships,is-a,Social structure,0.6666666666666667,,'social integration',,social_risk_factors,9.0
37404272,Kinship networks,is-a,Social structure,0.6666666666666667,,'social integration',,social_risk_factors,9.0
37404272,Culture of relatedness,is-a,Cultural concept,,,,,park_access,12.0
37404272,Informal safety nets,is-a,Social support system,,,,,'social opportunity',9.0
31815304,FRGs,is-a,Family support group,,,,,'social opportunity',14.0
31815304,Deployed soldiers,is-a,Military personnel,,,,,'community violence',15.0
31815304,Family well-being,is-a,Health outcome,,,,,park_access,12.0
31815304,Stressful life events,is-a,Health determinant,,,,,'polluted air',15.0
31815304,Effective coping,is-a,Health behavior,,,,,'polluted air',12.0
31815304,Spouses,is-a,Family members,,,,,park_access,11.0
31815304,Reservists,is-a,Military personnel,,,,,'community violence',15.0
23700232,Family income,is-a,Economic factor,,,,,social_risk_factors,11.0
23700232,Material hardship,is-a,Economic factor,,,,,social_risk_factors,11.0
23700232,Financial strain,is-a,Economic factor,,,,,social_risk_factors,11.0
23700232,Economic instability,is-a,Economic factor,,,,,social_risk_factors,11.0
23700232,Household chaos,is-a,Household factor,,,,,social_risk_factors,12.0
23700232,Child cortisol,is-a,Health outcome,,,,,park_access,12.0
23700232,Head Start preschool,is-a,Educational institution,,,,,'social integration',13.0
23700232,Poor or low-income,is-a,Economic status,,,,,park_access,12.0
23700232,Participants,is-a,Research subject,,,,,park_access,13.0
23700232,Parental depression,is-a,Mental health factor,,,,,social_risk_factors,13.0
23700232,Parenting hassles,is-a,Parenting factor,,,,,park_access,12.0
23700232,Conflict with child,is-a,Family relationship factor,,,,,social_risk_factors,17.0
23700232,Chaotic home,is-a,Household factor,,,,,social_risk_factors,12.0
23700232,Father absence,is-a,Family structure factor,,,,,social_risk_factors,16.0
23700232,Perceived discrimination,is-a,Social factor,0.6666666666666667,,'social integration',,social_risk_factors,7.0
23700232,Neighborhood danger,is-a,Environmental factor,,,,,social_risk_factors,14.0
23700232,Internalizing behaviors,is-a,Child behavior,,,,,'polluted air',11.0
23700232,Externalizing behaviors,is-a,Child behavior,,,,,'polluted air',11.0
23700232,Somatic complaints,is-a,Health outcome,,,,,park_access,12.0
11092150,Drug abuse prevention programs,is-a,prevention program,,,,,'employment programs',12.0
11092150,Cumulative Strategies Model,is-a,prevention program design model,,,,,'employment programs',22.0
11092150,Multicomponent prevention program,is-a,prevention program,,,,,'employment programs',12.0
11092150,High risk children,is-a,target group for prevention programs,,,,,'employment programs',22.0
11092150,Children from drug abusing families,is-a,high risk children,,,,,social_risk_factors,14.0
11092150,Children affected by familial alcohol abuse,is-a,high risk children,,,,,social_risk_factors,14.0
31543231,Caregivers,is-a,family members,,,,,park_access,11.0
31543231,Chronic disease treatment,is-a,difficulty for families,,,,,'community near landfills',18.0
31543231,Subcutaneous injection,is-a,paediatric treatment,,,,,'social integration',14.0
31543231,Parents,is-a,administrators of subcutaneous injection,,,,,'access to public transportation',29.0
31543231,Injecting medication,is-a,challenging task for parents,,,,,'water with high pollutants',21.0
35482617,COVID-19 pandemic,is-a,health crisis,,,,,park_access,9.0
35482617,Remote schooling,is-a,educational format,,,,,'polluted air',16.0
35482617,In-person childcare,is-a,care arrangement,,,,,park_access,12.0
35482617,In-person school,is-a,educational format,,,,,'polluted air',16.0
35482617,Parents,is-a,primary caregivers,,,,,park_access,12.0
35482617,Hourly service-sector workers,is-a,employment type,0.6666666666666667,,'employment programs',,'employment programs',10.0
35482617,Young child,is-a,age group,,,,,park_access,10.0
35482617,Non-Hispanic Black,is-a,racial group,,,,,park_access,11.0
35482617,Hispanic,is-a,ethnic group,,,,,park_access,12.0
35482617,Non-Hispanic White,is-a,racial group,,,,,park_access,11.0
35482617,Daily disruptions to care and school,is-a,pandemic-related issue,,,,,park_access,16.0
35482617,Negative parental mood,is-a,psychological state,,,,,social_risk_factors,15.0
35482617,Increased likelihood of losing temper and punishment,is-a,parenting behavior,,,,,'polluted air',14.0
35482617,Parents' difficulties supporting children's learning,is-a,educational challenge,,,,,'community violence',16.0
35482617,Child behavior,is-a,behavioral issue,,,,,park_access,12.0
2049727,Hospice concept,is-a,Perspective of caregivers,,,,,'polluted air',19.0
2049727,Study,is-a,Description of concerns defined by subjects experiencing loss,,,,,'rate of hate crimes in society',45.0
2049727,Health,is-a,Concern of subjects,,,,,'community violence',15.0
2049727,Communication,is-a,Concern of subjects,,,,,'community violence',15.0
2049727,Religious and existential beliefs,is-a,Concern of subjects,,,,,'community violence',15.0
2049727,Environmental concerns,is-a,Concern of subjects,,,,,'community violence',15.0
2049727,Psychosocial concerns,is-a,Concern of subjects,,,,,'community violence',15.0
2049727,Comfort provision,is-a,Principal meaning of support,,,,,'social integration',20.0
2049727,Maintenance of coping strategies,is-a,Principal meaning of support,,,,,'social integration',20.0
2049727,Subjects' reaction to taping,is-a,Aspect of study,,,,,'polluted air',14.0
2049727,Knowledge of subjects' reactions to loss,is-a,Facilitator of caregivers' assessment,,,,,'limited internet access',26.0
2049727,Valid and reliable instrument,is-a,Tool for measuring the grief experience,,,,,'exposure to violence',28.0
28682100,Relevance intervention,is-a,educational strategy,,,,,'social integration',15.0
28682100,Socioeconomic status,is-a,family background factor,,,,,social_risk_factors,16.0
28682100,Family interest,is-a,family background factor,,,,,social_risk_factors,16.0
28682100,Parental utility value,is-a,family background factor,,,,,social_risk_factors,16.0
28682100,Value beliefs,is-a,student motivational factor,,,,,social_risk_factors,18.0
28682100,Self-concept,is-a,student motivational factor,,,,,social_risk_factors,18.0
28682100,Effort in math,is-a,student motivational factor,,,,,social_risk_factors,18.0
28682100,Multilevel regression analyses,is-a,statistical method,,,,,'mass incarceration',14.0
28682100,Motivational family resources,is-a,family background factor,,,,,social_risk_factors,16.0
29153459,Child-to-parent violence,is-a,form of family violence,,,,,'community violence',12.0
29153459,Abused parents,is-a,type of abuse victims,,,,,'polluted air',16.0
29153459,Physical violence,is-a,type of child-to-parent violence,,,,,'exposure to violence',20.0
29153459,Psychological violence,is-a,type of child-to-parent violence,,,,,'exposure to violence',20.0
29153459,Financial threats,is-a,type of psychological violence,,,,,'exposure to violence',19.0
29153459,Oppositional defiant disorder,is-a,type of disorder found in young offenders,,,,,'rate of hate crimes in society',30.0
29153459,Conduct disorder,is-a,type of disorder found in young offenders,,,,,'rate of hate crimes in society',30.0
29153459,Attention deficit hyperactivity disorder,is-a,type of disorder found in young offenders,,,,,'rate of hate crimes in society',30.0
29153459,Conduct disorder confined to family context,is-a,diagnosis to describe young offenders,,,,,'access to public transportation',26.0
29153459,Low self-esteem,is-a,characteristic of children involved in violence against their parents,,,,,'racism and violence in society',46.0
29153459,Poor impulse control,is-a,characteristic of children involved in violence against their parents,,,,,'racism and violence in society',46.0
29153459,Intra familial disruptive behavior,is-a,behavior observed in families from all socio-economic status,,,,,'perceived discrimination from society',41.0
29153459,Parent-child relationship,is-a,relationship with relevant specificities in families with intra familial disruptive behavior,,,,,'criminal activities in neighborhood',72.0
16045393,Workforce mothers,is-a,Parent,,,,,park_access,7.0
16045393,Caregiving men and women,is-a,Caregivers,,,,,park_access,7.0
16045393,Older relatives,is-a,Family members,,,,,park_access,11.0
16045393,Family model,is-a,Social structure,0.6666666666666667,,'social integration',,social_risk_factors,9.0
16045393,Working families,is-a,Families,,,,,park_access,8.0
16045393,Employers,is-a,Work entities,,,,,park_access,10.0
11700337,Assisted reproduction,is-a,Fertility treatment,,,,,'social integration',14.0
