PMID,Child Concept,Relationship,Parent Concept
32808192,Neighborhood and built environment,is-a,social determinants of health
32808192,Principal component analysis,is-a,statistical method
32808192,Negative binomial regressions,is-a,statistical method
32808192,Poverty,is-a,economic condition
32808192,Health insurance,is-a,healthcare access factor
32808192,Race,is-a,demographic factor
32808192,Gender,is-a,demographic factor
32808192,Age,is-a,demographic factor
32808192,Mode of HIV transmission,is-a,disease transmission factor
32808192,ZIP code level,is-a,geographic unit
28060469,SDH,is-a,Theory
28060469,Economic stability,is-a,Social determinant of health
28060469,Education,is-a,Social determinant of health
28060469,Neighborhood and built environment,is-a,Social determinant of health
28060469,Health and health care,is-a,Social determinant of health
28060469,Social and community context,is-a,Social determinant of health
28060469,Minority patients,is-a,Affected group by SDH
28060469,Cancer research,is-a,Field affected by patient participation
28060469,Nurse researchers,is-a,Professionals studying SDH
28060469,Barriers to research participation,is-a,Challenge in cancer research
28060469,Trials,is-a,Method to improve minority patients’ cancer-related health
36514539,Black/African American older adults,is-a,Participants
36514539,White older adults,is-a,Participants
36514539,Economic stability/status,is-a,Social Determinants of Health
36514539,Education access/quality,is-a,Social Determinants of Health
36514539,Health-care access,is-a,Social Determinants of Health
36514539,Neighborhood/built environment,is-a,Social Determinants of Health
36514539,Social/community contexts,is-a,Social Determinants of Health
36514539,Observed Tasks of Daily Living,is-a,Measurement of everyday functioning
33027490,AIDS epidemic,is-a,Health issue
33027490,Guinea-Bissau,is-a,Sub-Saharan African country
33027490,Integrated strategy,is-a,Approach to eradicate AIDS
33027490,Reflective study,is-a,Research method
16268332,HIV/AIDS,is-a,Major Health Threat
16268332,Eastern Europe,is-a,Region
16268332,Central Asia,is-a,Region
16268332,Professional Opposition,is-a,Barrier to Public Health Intervention
16268332,Ideological Opposition,is-a,Barrier to Public Health Intervention
16268332,Harm Reduction,is-a,Public Health Intervention
16268332,Treating HIV/AIDS,is-a,Public Health Intervention
16268332,Economic Decline,is-a,Structural Condition
16268332,Failing Health and Healthcare Systems,is-a,Structural Condition
35502238,COVID-19 pandemic,is-a,global health crisis
35502238,Mandatory vaccination,is-a,government measure
35502238,Vaccine hesitancy,is-a,public health issue
35502238,Vaccine side effects,is-a,concern for vaccine recipients
35502238,Vaccine type,is-a,factor in vaccine side effects
35502238,Age,is-a,factor in vaccine side effects
35502238,Gender,is-a,factor in vaccine side effects
35502238,Weight category,is-a,factor in vaccine side effects
35502238,Diet category,is-a,factor in vaccine side effects
35502238,Blood type,is-a,factor in vaccine side effects
35502238,Sleeping patterns,is-a,factor in vaccine side effects
36111269,Economic Stability,is-a,Social Risk Factor
36111269,Education,is-a,Social Risk Factor
36111269,Location of Residence,is-a,Social Risk Factor
34254343,Occupational injuries,is-a,Health issue
34254343,Permanent impairment,is-a,Health outcome
34254343,Return to work interruption,is-a,Work-related issue
34254343,Reinjury,is-a,Health risk
34254343,Unstable health,is-a,Health condition
34254343,Disability,is-a,Health condition
34254343,Layoff,is-a,Employment issue
34254343,Workers' compensation claims,is-a,Legal procedure
34254343,Workplace improvement,is-a,Occupational safety measure
34254343,Safe return to work,is-a,Occupational health goal
34254343,Safety precautions,is-a,Workplace safety measure
34254343,Adequate staffing,is-a,Workplace policy
34254343,Appropriate task distribution,is-a,Workplace policy
34254343,Safety climate,is-a,Workplace environment factor
29140526,Responsible fatherhood program,is-a,social intervention
29140526,Father engagement,is-a,family involvement
29140526,Family violence,is-a,social issue
29140526,Low-income fathers,is-a,demographic group
29140526,Child and family outcomes,is-a,social determinant of health
29140526,Intimate partner violence,is-a,social issue
29140526,Healthy relationships,is-a,social determinant of health
2045837,Brazil,is-a,Developing Country
2045837,Pharmaceuticals,is-a,Major Component of Modern Healthcare
2045837,Production Patterns,is-a,Area of Concern for Healthcare
2045837,Pharmaceutical Self-Sufficiency,is-a,Policy Direction
2045837,Access to Essential Drugs,is-a,Effort for Improving Healthcare
2045837,Appropriateness of Use,is-a,Effort for Improving Healthcare
36083585,Economic stability,is-a,social risk domain
36083585,Neighborhood or built environment,is-a,social risk domain
36083585,Education access,is-a,social risk domain
36083585,Health care access,is-a,social risk domain
36083585,Social or community context,is-a,social risk domain
36083585,Poor glycemic control,is-a,CVD risk factor
36083585,Poor blood pressure control,is-a,CVD risk factor
36083585,Poor cholesterol control,is-a,CVD risk factor
36083585,Composite of poor CVD risk control,is-a,CVD risk factor
36083585,Adverse social support,is-a,aspect of Neighborhood or built environment domain
36083585,Medication cost-related nonadherence,is-a,aspect of Economic stability domain
36083585,Lack of health insurance,is-a,aspect of Health care access domain
36083585,Lack of education,is-a,aspect of Education access domain
29692897,Short-term employment contracts,is-a,form of employment
29692897,Freelancing,is-a,form of employment
29692897,Increased fat deposition,is-a,physiological change
29692897,Fight-or-flight responses,is-a,physiological change
29692897,Glucose mobilization,is-a,fight-or-flight response
29692897,Increased blood pressure,is-a,fight-or-flight response
29692897,Job loss,is-a,economic variable
29692897,Personal debt,is-a,economic variable
29692897,Cardiovascular disease,is-a,health-risk factor
29692897,Economic policy,is-a,health policy
35658265,Nitrogen pollution,is-a,Environmental problem
35658265,Sustainable nitrogen management,is-a,Environmental solution
35658265,Entropy Weight Method,is-a,Assessment method
35658265,Nitrogen Sustainability Index,is-a,Environmental index
35658265,Political stability,is-a,Institutional indicator
35658265,Fertilizer consumption,is-a,Environmental indicator
35658265,Population growth,is-a,Social indicator
35658265,Investments in water and sanitation,is-a,Economic indicator
35658265,Sustainable Development Goals,is-a,Global initiative
35658265,Colombo Declaration on Sustainable Nitrogen Management,is-a,Policy document
23923095,Public health surveillance,is-a,major challenge in 21st century
23923095,Public health surveillance,is-a,issue affecting population health
23923095,Public health surveillance,is-a,issue affecting economic stability
23923095,Public health surveillance,is-a,issue affecting global security
23923095,Public health practitioners,is-a,key elements for effective surveillance systems
23923095,Sustainable Surveillance Workgroup,is-a,group convened by ISDS
23923095,Data continuity,is-a,requirement for surveillance systems
23923095,Public health surveillance practices,is-a,requirement for surveillance systems
15896870,Indonesia,is-a,East Asian economy
15896870,Malaysia,is-a,East Asian economy
15896870,Thailand,is-a,East Asian economy
15896870,World Bank prescription for adjustment,is-a,economic strategy
15896870,Government spending cut-back,is-a,economic strategy
15896870,Health status,is-a,measurement of population well-being
15896870,Mortality rates,is-a,measurement of health status
15896870,Social safety nets,is-a,social strategy for economic shocks
15896870,Maintenance of government expenditure,is-a,strategy for minimizing impact of economic shocks
24502474,Economic Stability,is-a,Social Determinant of Mental Health
24502474,Housing Stability,is-a,Social Determinant of Mental Health
24502474,Whole of Government Approach,is-a,Policy Approach
24502474,Administrative Discretion,is-a,Policy Interpretation Factor
24502474,Interdepartmental Interpretation,is-a,Government Policy Challenge
24502474,Supported Housing,is-a,Disability Support
24502474,National Disability Insurance Scheme,is-a,Australian Government Initiative
24502474,Psychiatric Disability,is-a,Type of Disability
27730121,Retirement policy,is-a,economic factor
27730121,Retirement policy,is-a,social factor
27730121,Pension reform,is-a,economic stability measure
27730121,Age limit for retirement,is-a,pension reform measure
27730121,Pension and Disability Insurance Law,is-a,pension reform measure
15460831,Health care,is-a,Business
15460831,Health care leaders,is-a,Business leaders
15460831,Compassion,is-a,Aspect of health care
15460831,Effective care,is-a,Aspect of health care
15460831,Economic stability,is-a,Aspect of doing business
15460831,Viability,is-a,Aspect of doing business
11602443,World population,is-a,demographic group
11602443,Adolescents,is-a,demographic group
11602443,Developing countries,is-a,geographic location
