PMID,Child Concept,Relationship,Parent Concept,Most Similar Term (BERT),Cosine Similarity (BERT)
37586944,Collaborations between institutions and schools of pharmacy,is-a,Strategy for reducing pharmaceutical waste,'exposure to persistent organic pollutants(pop)',0.7103708982467651
30233917,Household health,is-a,aspect of health,social policy,0.8143710494041443
30233917,Economic instability,is-a,aspect of household challenges,history of domestic violence,0.7500044107437134
30233917,Food insecurity,is-a,aspect of household challenges,history of domestic violence,0.7500044107437134
30233917,Focus groups,is-a,research method,suicide attempts,0.7729818820953369
30233917,Urban food pantry,is-a,community resource,work environment,0.7678077816963196
30233917,Economic scarcity,is-a,determinant of health,factor influencing health,0.7892580628395081
30233917,Individual health,is-a,determinant of household health,factor influencing health,0.7408802509307861
30233917,Food sharing behavior,is-a,social practice,social policy,0.8951003551483154
30233917,Multi-generational families,is-a,family structure,work environment,0.7243081331253052
30233917,Non-kin individuals,is-a,social network member,work environment,0.7397122979164124
30233917,Household-level assessments,is-a,method of evaluating food insecurity,'malnutrition due to insufficient food',0.7279804944992065
30233917,Individual-level health reports,is-a,method of evaluating health,factor influencing health,0.7769588828086853
30233917,Social and family context,is-a,factor in understanding health and food insecurity,'high glucose levels from unhealthy food',0.7618892192840576
33235669,USA,is-a,Country,,
33235669,COVID-19 pandemic,is-a,Health crisis,mental health problem,0.8263556957244873
33235669,George Floyd protests,is-a,Social movement,social policy,0.7580761909484863
33235669,Polarization,is-a,Social phenomenon,psychological effect,0.7950441241264343
33235669,Quarantine,is-a,Health measure,work environment,0.7651104927062988
33235669,Police brutality,is-a,Law enforcement issue,mental health issue,0.781245231628418
33235669,Social media,is-a,Communication platform,work environment,0.7915084362030029
33235669,Sir William Osler,is-a,Physician,suicide attempts,0.750423789024353
33235669,Dr. Mark Webb,is-a,Physician,suicide attempts,0.750423789024353
33235669,Social disparities,is-a,Social issue,social policy,0.8427919745445251
33235669,Unemployment,is-a,Economic issue,social policy,0.8161924481391907
33235669,Protests,is-a,Public response,suicide attempts,0.7520953416824341
16060961,Globalization,is-a,factor affecting human life,factor influencing health,0.859305739402771
16060961,HIV/AIDS,is-a,global health challenge,,
16060961,International funds,is-a,solution to global health challenges,,
16060961,Poverty,is-a,factor exacerbating the HIV/AIDS epidemic,'risk of vector borne disease',0.7095233201980591
16060961,Disease,is-a,factor exacerbating the HIV/AIDS epidemic,'risk of vector borne disease',0.7095233201980591
16060961,Famine,is-a,factor exacerbating the HIV/AIDS epidemic,'risk of vector borne disease',0.7095233201980591
16060961,Political instability,is-a,factor exacerbating the HIV/AIDS epidemic,'risk of vector borne disease',0.7095233201980591
16060961,Economic instability,is-a,factor exacerbating the HIV/AIDS epidemic,'risk of vector borne disease',0.7095233201980591
16060961,Weak health infrastructure,is-a,factor exacerbating the HIV/AIDS epidemic,'risk of vector borne disease',0.7095233201980591
16060961,Health system strengthening,is-a,solution to the HIV/AIDS epidemic,'risk of vector borne disease',0.7060426473617554
16060961,Social factors,is-a,determinant of HIV transmission,'risk of vector borne disease',0.7416551113128662
16060961,Environmental factors,is-a,determinant of HIV transmission,'risk of vector borne disease',0.7416551113128662
16060961,Sexual behaviour,is-a,determinant of HIV transmission,'risk of vector borne disease',0.7416551113128662
16060961,Human rights issues,is-a,determinant of HIV transmission,'risk of vector borne disease',0.7416551113128662
27134512,Black women,is-a,demographic group,,
27134512,Hispanic women,is-a,demographic group,,
27134512,White women,is-a,demographic group,,
27134512,Unskilled black men,is-a,demographic group,,
27134512,Marriage patterns,is-a,societal factor,psychological factor,0.8629781007766724
27134512,Marital instability,is-a,societal factor,psychological factor,0.8629781007766724
27134512,Marriage formation,is-a,societal factor,psychological factor,0.8629781007766724
27134512,Economic disadvantage,is-a,economic factor,psychological factor,0.8068011403083801
27134512,Declining employment prospects,is-a,economic factor,psychological factor,0.8068011403083801
27134512,Rising incarceration rates,is-a,societal factor,psychological factor,0.8629781007766724
27134512,Education level,is-a,societal factor,psychological factor,0.8629781007766724
27134512,Socioeconomic standing,is-a,societal factor,psychological factor,0.8629781007766724
27134512,Family arrangements,is-a,societal factor,psychological factor,0.8629781007766724
27134512,Economic contributions to the household,is-a,economic factor,psychological factor,0.8068011403083801
29326756,Family Options Study,is-a,Research Study,suicide attempts,0.7758681774139404
29326756,Homeless service system,is-a,Social Service,social policy,0.7794005870819092
29326756,Transitional housing programs,is-a,Homelessness Intervention,mental health problem,0.7851730585098267
29326756,Short-term rental subsidies,is-a,Homelessness Intervention,mental health problem,0.7851730585098267
29326756,Long-term rental subsidies,is-a,Homelessness Intervention,mental health problem,0.7851730585098267
29326756,Housing and service interventions,is-a,Homelessness Intervention,mental health problem,0.7851730585098267
29326756,Families experiencing homelessness,is-a,Social Group,psychological factor,0.7691073417663574
29326756,Housing and employment barriers,is-a,Social Issue,social policy,0.8427919745445251
25859797,Zimbabwe,is-a,country,,
25859797,HIV prevalence,is-a,health indicator,psychological factor,0.7813254594802856
25859797,Migration,is-a,social factor,psychological factor,0.895585298538208
25859797,Mortality,is-a,health outcome,mental health issue,0.7946832180023193
25859797,Individual behaviour change,is-a,health determinant,factor influencing health,0.7844293117523193
25859797,Economic patterns,is-a,economic factor,psychological factor,0.8068011403083801
25859797,HIV/AIDS response,is-a,health intervention,nutritional intervention,0.8297324776649475
25859797,Social conditions,is-a,social determinant,factor influencing health,0.7067723274230957
25859797,Political conditions,is-a,political determinant,,
25859797,Economic conditions,is-a,economic determinant,,
25859797,Deliberate interventions,is-a,health strategies,social policy,0.8085538744926453
25859797,Qualitative research,is-a,research method,suicide attempts,0.7729818820953369
25859797,Epidemiological data,is-a,health data,service professionals,0.7754210233688354
25859797,Everyday lives,is-a,social context,social policy,0.8206110000610352
25859797,Individuals affected by HIV,is-a,population group,,
35379518,Social determinants of health,is-a,influence on chronic diseases,factor influencing health,0.8115412592887878
35379518,Neighborhood and Built Environment,is-a,subcategory of Social Determinants of Health,,
35379518,Education,is-a,subcategory of Social Determinants of Health,,
35379518,Economic Stability,is-a,subcategory of Social Determinants of Health,,
35379518,Social and Community Context,is-a,subcategory of Social Determinants of Health,,
35379518,Health and Health Care,is-a,subcategory of Social Determinants of Health,,
35379518,National Heart,Lung,"and Blood Institute's Fiscal Year 2008-2020 funding, is-a, part of Social Determinants of Health research",,
35379518,Social Determinants of Health Research,Condition,"and Disease Categorization code, is-a, tool for identifying funded grants",,
35379518,Natural language processing methods,is-a,tool for categorizing grants into Social Determinants of Health subcategories,,
35379518,Cardiovascular diseases,is-a,category of health affected by social determinants,factor influencing health,0.7575045824050903
35379518,Lung diseases,is-a,category of health affected by social determinants,factor influencing health,0.7575045824050903
32772539,COVID-19,is-a,global crisis,psychological distress,0.7070717215538025
32772539,Leadership response,is-a,factor in crisis management,factor influencing health,0.7458974123001099
32772539,Sensemaking approach,is-a,tool for decision making,,
32772539,Charismatic,ideological,"pragmatic leadership model, is-a, sensemaking-focused theory of leadership",,
37329902,Social determinants of health,is-a,"factor in, eye care utilization",'hygiene factors in office',0.7134227156639099
37329902,Economic stability,is-a,"domain of, social determinants of health",factor influencing health,0.7128551602363586
37329902,Neighborhood and physical environment,is-a,"domain of, social determinants of health",factor influencing health,0.7128551602363586
37329902,Social cohesion,is-a,"domain of, social determinants of health",factor influencing health,0.7128551602363586
37329902,Community and social context,is-a,"domain of, social determinants of health",factor influencing health,0.7128551602363586
37329902,Food environment,is-a,"domain of, social determinants of health",factor influencing health,0.7128551602363586
37329902,Education,is-a,"domain of, social determinants of health",factor influencing health,0.7128551602363586
37329902,Health care system,is-a,"domain of, social determinants of health",factor influencing health,0.7128551602363586
37329902,Eye care utilization,is-a,"outcome measure of, health care system",mental health problem,0.7144452929496765
37329902,Adverse SDoH burden,is-a,"determinant of, eye care utilization",'hygiene factors in office',0.7196717262268066
35495772,'Revolving doors' phenomenon,is-a,Political practice,social policy,0.8405544757843018
35495772,State-corporate crime,is-a,Type of crime,history of domestic violence,0.7217485308647156
